problem_id,original_question,true_answer,generated_answer,full_response
09728185-88c5-4da1-8b87-cd7572a530d2_perm_4,Is there any evidence of honeycombing?,yes,Yes,Yes
09728185-88c5-4da1-8b87-cd7572a530d2_perm_5,Is there any evidence of honeycombing?,yes,"Yes, there is evidence of honeycombing in this image. Honeycombing is a characteristic finding in pulmonary fibrosis, which is a condition characterized by the accumulation of fibrous tissue in the lungs. The presence of honeycombing on a CT scan is indicative of the presence of fibrosis in the lungs.","Yes, there is evidence of honeycombing in this image. Honeycombing is a characteristic finding in pulmonary fibrosis, which is a condition characterized by the accumulation of fibrous tissue in the lungs. The presence of honeycombing on a CT scan is indicative of the presence of fibrosis in the lungs."
09728185-88c5-4da1-8b87-cd7572a530d2_perm_6,Is there any evidence of honeycombing?,yes,"Yes, there is evidence of honeycombing in this image. Honeycombing is a characteristic finding in pulmonary fibrosis, which is a condition characterized by the accumulation of fibrous tissue in the lungs. Honeycombing appears as a pattern of small, air-filled spaces within the lung tissue, which can be seen on CT scans as areas of increased density.","Yes, there is evidence of honeycombing in this image. Honeycombing is a characteristic finding in pulmonary fibrosis, which is a condition characterized by the accumulation of fibrous tissue in the lungs. Honeycombing appears as a pattern of small, air-filled spaces within the lung tissue, which can be seen on CT scans as areas of increased density."
09728185-88c5-4da1-8b87-cd7572a530d2_perm_7,Is there any evidence of honeycombing?,yes,"Yes, there is evidence of honeycombing in this image. Honeycombing is a characteristic finding in pulmonary fibrosis, which is a condition characterized by the accumulation of fibrous tissue in the lungs. The honeycombing appears as a network of small, air-filled spaces within the lung tissue, which can be seen on CT scans as areas of increased density.","Yes, there is evidence of honeycombing in this image. Honeycombing is a characteristic finding in pulmonary fibrosis, which is a condition characterized by the accumulation of fibrous tissue in the lungs. The honeycombing appears as a network of small, air-filled spaces within the lung tissue, which can be seen on CT scans as areas of increased density."
09728185-88c5-4da1-8b87-cd7572a530d2_perm_8,Is there any evidence of honeycombing?,yes,Yes,Yes
09728185-88c5-4da1-8b87-cd7572a530d2_perm_9,Is there any evidence of honeycombing?,yes,Yes,Yes
09728185-88c5-4da1-8b87-cd7572a530d2_perm_10,Is there any evidence of honeycombing?,yes,"Yes, there is evidence of honeycombing in the image. Honeycombing is a characteristic finding in pulmonary fibrosis, which is a condition characterized by the accumulation of fibrous tissue in the lungs. Honeycombing appears as a pattern of small, air-filled spaces within the lung tissue, which can be seen on CT scans as areas of increased density.","Yes, there is evidence of honeycombing in the image. Honeycombing is a characteristic finding in pulmonary fibrosis, which is a condition characterized by the accumulation of fibrous tissue in the lungs. Honeycombing appears as a pattern of small, air-filled spaces within the lung tissue, which can be seen on CT scans as areas of increased density."
09728185-88c5-4da1-8b87-cd7572a530d2_perm_11,Is there any evidence of honeycombing?,yes,"Yes, there is evidence of honeycombing in this image. Honeycombing is a characteristic finding in pulmonary fibrosis, which is a condition characterized by the accumulation of fibrous tissue in the lungs. The honeycombing appears as a network of small, air-filled spaces within the lung tissue, which can be seen on CT scans as areas of increased density.","Yes, there is evidence of honeycombing in this image. Honeycombing is a characteristic finding in pulmonary fibrosis, which is a condition characterized by the accumulation of fibrous tissue in the lungs. The honeycombing appears as a network of small, air-filled spaces within the lung tissue, which can be seen on CT scans as areas of increased density."
09728185-88c5-4da1-8b87-cd7572a530d2_perm_12,Is there any evidence of honeycombing?,yes,Yes,Yes
09728185-88c5-4da1-8b87-cd7572a530d2_perm_13,Is there any evidence of honeycombing?,yes,"Yes, there is evidence of honeycombing in this image. Honeycombing is a characteristic finding in pulmonary fibrosis, which is a condition characterized by the accumulation of fibrous tissue in the lungs. The honeycombing appears as a pattern of small, air-filled spaces within the lung tissue, which can be seen on CT scans as areas of increased density.","Yes, there is evidence of honeycombing in this image. Honeycombing is a characteristic finding in pulmonary fibrosis, which is a condition characterized by the accumulation of fibrous tissue in the lungs. The honeycombing appears as a pattern of small, air-filled spaces within the lung tissue, which can be seen on CT scans as areas of increased density."
09728185-88c5-4da1-8b87-cd7572a530d2_perm_14,Is there any evidence of honeycombing?,yes,"Yes, there is evidence of honeycombing in this image. Honeycombing is a characteristic finding in pulmonary fibrosis, which is a condition characterized by the accumulation of fibrous tissue in the lungs. Honeycombing appears as a pattern of small, air-filled spaces within the lung tissue, which can be seen on CT scans as areas of increased density.","Yes, there is evidence of honeycombing in this image. Honeycombing is a characteristic finding in pulmonary fibrosis, which is a condition characterized by the accumulation of fibrous tissue in the lungs. Honeycombing appears as a pattern of small, air-filled spaces within the lung tissue, which can be seen on CT scans as areas of increased density."
09728185-88c5-4da1-8b87-cd7572a530d2_perm_15,Is there any evidence of honeycombing?,yes,"Yes, there is evidence of honeycombing in this image. Honeycombing is a characteristic finding in pulmonary fibrosis, which is a condition characterized by the accumulation of fibrous tissue in the lungs. The presence of honeycombing on a CT scan is indicative of the presence of fibrosis in the lungs.","Yes, there is evidence of honeycombing in this image. Honeycombing is a characteristic finding in pulmonary fibrosis, which is a condition characterized by the accumulation of fibrous tissue in the lungs. The presence of honeycombing on a CT scan is indicative of the presence of fibrosis in the lungs."
09728185-88c5-4da1-8b87-cd7572a530d2_perm_16,Is there any evidence of honeycombing?,yes,"Yes, there is evidence of honeycombing in the CT scan. Honeycombing is a characteristic finding in pulmonary fibrosis, which is a condition characterized by the accumulation of fibrous tissue in the lungs. Honeycombing appears as a pattern of small, air-filled spaces within the lung tissue, which can be seen on CT scans as areas of increased density.","Yes, there is evidence of honeycombing in the CT scan. Honeycombing is a characteristic finding in pulmonary fibrosis, which is a condition characterized by the accumulation of fibrous tissue in the lungs. Honeycombing appears as a pattern of small, air-filled spaces within the lung tissue, which can be seen on CT scans as areas of increased density."
09728185-88c5-4da1-8b87-cd7572a530d2_perm_17,Is there any evidence of honeycombing?,yes,"Yes, there is evidence of honeycombing in this image. Honeycombing is a characteristic finding in pulmonary fibrosis, which is a condition characterized by the accumulation of fibrous tissue in the lungs. The honeycombing appears as a network of small, air-filled spaces within the lung tissue, which can be seen on CT scans as areas of increased density.","Yes, there is evidence of honeycombing in this image. Honeycombing is a characteristic finding in pulmonary fibrosis, which is a condition characterized by the accumulation of fibrous tissue in the lungs. The honeycombing appears as a network of small, air-filled spaces within the lung tissue, which can be seen on CT scans as areas of increased density."
09728185-88c5-4da1-8b87-cd7572a530d2_perm_18,Is there any evidence of honeycombing?,yes,"Yes, there is evidence of honeycombing in this image. Honeycombing is a characteristic finding in pulmonary fibrosis, which is a condition characterized by the accumulation of fibrous tissue in the lungs. The honeycombing appears as a network of small, air-filled spaces within the lung tissue, which can be seen on CT scans as areas of increased density.","Yes, there is evidence of honeycombing in this image. Honeycombing is a characteristic finding in pulmonary fibrosis, which is a condition characterized by the accumulation of fibrous tissue in the lungs. The honeycombing appears as a network of small, air-filled spaces within the lung tissue, which can be seen on CT scans as areas of increased density."
09728185-88c5-4da1-8b87-cd7572a530d2_perm_19,Is there any evidence of honeycombing?,yes,"Yes, there is evidence of honeycombing in this image. Honeycombing is a characteristic finding in pulmonary fibrosis, which is a condition characterized by the accumulation of fibrous tissue in the lungs. Honeycombing appears as a pattern of small, air-filled spaces within the lung tissue, which can be seen on CT scans as areas of increased density.","Yes, there is evidence of honeycombing in this image. Honeycombing is a characteristic finding in pulmonary fibrosis, which is a condition characterized by the accumulation of fibrous tissue in the lungs. Honeycombing appears as a pattern of small, air-filled spaces within the lung tissue, which can be seen on CT scans as areas of increased density."
09728185-88c5-4da1-8b87-cd7572a530d2_perm_20,Is there any evidence of honeycombing?,yes,Yes,Yes
09728185-88c5-4da1-8b87-cd7572a530d2_perm_21,Is there any evidence of honeycombing?,yes,"Yes, there is evidence of honeycombing in this image. Honeycombing is a characteristic finding in pulmonary fibrosis, which is a condition characterized by the accumulation of fibrous tissue in the lungs. Honeycombing appears as a pattern of small, air-filled spaces within the lung tissue, which can be seen on CT scans as areas of increased density.","Yes, there is evidence of honeycombing in this image. Honeycombing is a characteristic finding in pulmonary fibrosis, which is a condition characterized by the accumulation of fibrous tissue in the lungs. Honeycombing appears as a pattern of small, air-filled spaces within the lung tissue, which can be seen on CT scans as areas of increased density."
09728185-88c5-4da1-8b87-cd7572a530d2_perm_22,Is there any evidence of honeycombing?,yes,Yes,Yes
09728185-88c5-4da1-8b87-cd7572a530d2_perm_23,Is there any evidence of honeycombing?,yes,Yes,Yes
09728185-88c5-4da1-8b87-cd7572a530d2_perm_24,Is there any evidence of honeycombing?,yes,"Yes, there is evidence of honeycombing in this image. Honeycombing is a characteristic finding in pulmonary fibrosis, which is a condition characterized by the accumulation of fibrous tissue in the lungs. Honeycombing appears as a pattern of small, air-filled spaces within the lung tissue, which can be seen on CT scans as areas of increased density.","Yes, there is evidence of honeycombing in this image. Honeycombing is a characteristic finding in pulmonary fibrosis, which is a condition characterized by the accumulation of fibrous tissue in the lungs. Honeycombing appears as a pattern of small, air-filled spaces within the lung tissue, which can be seen on CT scans as areas of increased density."
09b20627-5d25-4ceb-bbf3-b77a92fb4a18_perm_1,Is there a joint effusion?,No,Yes,Yes
09b20627-5d25-4ceb-bbf3-b77a92fb4a18_perm_2,Is there a joint effusion?,No,Yes,Yes
09b20627-5d25-4ceb-bbf3-b77a92fb4a18_perm_3,Is there a joint effusion?,No,Yes,Yes
09b20627-5d25-4ceb-bbf3-b77a92fb4a18_perm_4,Is there a joint effusion?,No,Yes,Yes
09b20627-5d25-4ceb-bbf3-b77a92fb4a18_perm_5,Is there a joint effusion?,No,No,No
09b20627-5d25-4ceb-bbf3-b77a92fb4a18_perm_6,Is there a joint effusion?,No,No,No
09b20627-5d25-4ceb-bbf3-b77a92fb4a18_perm_7,Is there a joint effusion?,No,No,No
09b20627-5d25-4ceb-bbf3-b77a92fb4a18_perm_8,Is there a joint effusion?,No,No,No
09b20627-5d25-4ceb-bbf3-b77a92fb4a18_perm_9,Is there a joint effusion?,No,Yes,Yes
09b20627-5d25-4ceb-bbf3-b77a92fb4a18_perm_10,Is there a joint effusion?,No,Yes,Yes
09b20627-5d25-4ceb-bbf3-b77a92fb4a18_perm_11,Is there a joint effusion?,No,No,No
09b20627-5d25-4ceb-bbf3-b77a92fb4a18_perm_12,Is there a joint effusion?,No,No,No
09b20627-5d25-4ceb-bbf3-b77a92fb4a18_perm_13,Is there a joint effusion?,No,No,No
09b20627-5d25-4ceb-bbf3-b77a92fb4a18_perm_14,Is there a joint effusion?,No,No,No
09b20627-5d25-4ceb-bbf3-b77a92fb4a18_perm_15,Is there a joint effusion?,No,No,No
09b20627-5d25-4ceb-bbf3-b77a92fb4a18_perm_16,Is there a joint effusion?,No,Yes,Yes
09b20627-5d25-4ceb-bbf3-b77a92fb4a18_perm_17,Is there a joint effusion?,No,Yes,Yes
09b20627-5d25-4ceb-bbf3-b77a92fb4a18_perm_18,Is there a joint effusion?,No,No,No
09b20627-5d25-4ceb-bbf3-b77a92fb4a18_perm_19,Is there a joint effusion?,No,No,No
09b20627-5d25-4ceb-bbf3-b77a92fb4a18_perm_20,Is there a joint effusion?,No,No,No
09b20627-5d25-4ceb-bbf3-b77a92fb4a18_perm_21,Is there a joint effusion?,No,No,No
09b20627-5d25-4ceb-bbf3-b77a92fb4a18_perm_22,Is there a joint effusion?,No,Yes,Yes
09b20627-5d25-4ceb-bbf3-b77a92fb4a18_perm_23,Is there a joint effusion?,No,No,No
09b20627-5d25-4ceb-bbf3-b77a92fb4a18_perm_24,Is there a joint effusion?,No,No,No
0a405f20-1fcd-4fac-a0c1-3323efac8726_perm_1,Is honeycombing present?,Yes,No,No
0a405f20-1fcd-4fac-a0c1-3323efac8726_perm_2,Is honeycombing present?,Yes,No,No
16870356-d6c6-468a-8356-a8e2fc81dec5_perm_1,Is there any pathology visible in this chest X-Ray?,"Water bottle sign in the heart, suggestive of pericardial effusion.","No, there is no pathology visible in this chest X-ray.","No, there is no pathology visible in this chest X-ray."
16870356-d6c6-468a-8356-a8e2fc81dec5_perm_2,Is there any pathology visible in this chest X-Ray?,"Water bottle sign in the heart, suggestive of pericardial effusion.",Normal.,Normal.
18218d7e-e2b3-45ee-a6bb-45054271c091_perm_1,What is the large round object?,Amoeba.,The large round object in the image is a giant cell in a tissue sample.,The large round object in the image is a giant cell in a tissue sample.
18218d7e-e2b3-45ee-a6bb-45054271c091_perm_2,What is the large round object?,Amoeba.,"The large round object in the image is an ""ascaris lumbricoides.""","The large round object in the image is an ""ascaris lumbricoides."""
18218d7e-e2b3-45ee-a6bb-45054271c091_perm_3,What is the large round object?,Amoeba.,The large round object in the image is a giant cell in a Giant-cell carcinoma of the lung.,The large round object in the image is a giant cell in a Giant-cell carcinoma of the lung.
18218d7e-e2b3-45ee-a6bb-45054271c091_perm_4,What is the large round object?,Amoeba.,The large round object in the image is an amoeba.,The large round object in the image is an amoeba.
18218d7e-e2b3-45ee-a6bb-45054271c091_perm_5,What is the large round object?,Amoeba.,"The large round object in the image is an ""amoeba.""","The large round object in the image is an ""amoeba."""
18218d7e-e2b3-45ee-a6bb-45054271c091_perm_6,What is the large round object?,Amoeba.,"The large round object in the image is an ""amoeba.""","The large round object in the image is an ""amoeba."""
188fb1a0-4521-4fb1-9c82-46527f1603a9_perm_1,What is the diagnosis?,Levocardia,"The diagnosis is ""Dextrocardia.""","The diagnosis is ""Dextrocardia."""
188fb1a0-4521-4fb1-9c82-46527f1603a9_perm_2,What is the diagnosis?,Levocardia,"The diagnosis is ""Dextrocardia.""","The diagnosis is ""Dextrocardia."""
188fb1a0-4521-4fb1-9c82-46527f1603a9_perm_3,What is the diagnosis?,Levocardia,"The diagnosis is ""Dextrocardia.""","The diagnosis is ""Dextrocardia."""
188fb1a0-4521-4fb1-9c82-46527f1603a9_perm_4,What is the diagnosis?,Levocardia,"The diagnosis is ""Dextrocardia.""","The diagnosis is ""Dextrocardia."""
188fb1a0-4521-4fb1-9c82-46527f1603a9_perm_5,What is the diagnosis?,Levocardia,"The diagnosis is ""Dextrocardia.""","The diagnosis is ""Dextrocardia."""
188fb1a0-4521-4fb1-9c82-46527f1603a9_perm_6,What is the diagnosis?,Levocardia,"The diagnosis is ""Dextrocardia.""","The diagnosis is ""Dextrocardia."""
1b7f4c9f-5655-4037-92e6-0e310f41184e_perm_1,What pathology can be seen?,Vitreous hemorrhage.,"Question: What pathology can be seen?

Answer: Retinal hemorrhages.","Question: What pathology can be seen?

Answer: Retinal hemorrhages."
1b7f4c9f-5655-4037-92e6-0e310f41184e_perm_2,What pathology can be seen?,Vitreous hemorrhage.,The pathology that can be seen in the image is vitreous hemorrhage.,The pathology that can be seen in the image is vitreous hemorrhage.
1c39462b-cfdd-455c-b8f1-e099f85bcc29_perm_1,Are there changes of acute myocardial infarction in this patient with known left bundle branch block?,No,No,No
1c39462b-cfdd-455c-b8f1-e099f85bcc29_perm_2,Are there changes of acute myocardial infarction in this patient with known left bundle branch block?,No,No,No
1c39462b-cfdd-455c-b8f1-e099f85bcc29_perm_3,Are there changes of acute myocardial infarction in this patient with known left bundle branch block?,No,No,No
1c39462b-cfdd-455c-b8f1-e099f85bcc29_perm_4,Are there changes of acute myocardial infarction in this patient with known left bundle branch block?,No,No,No
1c39462b-cfdd-455c-b8f1-e099f85bcc29_perm_5,Are there changes of acute myocardial infarction in this patient with known left bundle branch block?,No,No,No
1c39462b-cfdd-455c-b8f1-e099f85bcc29_perm_6,Are there changes of acute myocardial infarction in this patient with known left bundle branch block?,No,No,No
1c39462b-cfdd-455c-b8f1-e099f85bcc29_perm_7,Are there changes of acute myocardial infarction in this patient with known left bundle branch block?,No,Yes,Yes
1c39462b-cfdd-455c-b8f1-e099f85bcc29_perm_8,Are there changes of acute myocardial infarction in this patient with known left bundle branch block?,No,Yes,Yes
1c39462b-cfdd-455c-b8f1-e099f85bcc29_perm_9,Are there changes of acute myocardial infarction in this patient with known left bundle branch block?,No,Yes,Yes
1c39462b-cfdd-455c-b8f1-e099f85bcc29_perm_10,Are there changes of acute myocardial infarction in this patient with known left bundle branch block?,No,No,No
1c39462b-cfdd-455c-b8f1-e099f85bcc29_perm_11,Are there changes of acute myocardial infarction in this patient with known left bundle branch block?,No,Yes,Yes
1c39462b-cfdd-455c-b8f1-e099f85bcc29_perm_12,Are there changes of acute myocardial infarction in this patient with known left bundle branch block?,No,No,No
1c39462b-cfdd-455c-b8f1-e099f85bcc29_perm_13,Are there changes of acute myocardial infarction in this patient with known left bundle branch block?,No,Yes,Yes
1c39462b-cfdd-455c-b8f1-e099f85bcc29_perm_14,Are there changes of acute myocardial infarction in this patient with known left bundle branch block?,No,Yes,Yes
1c39462b-cfdd-455c-b8f1-e099f85bcc29_perm_15,Are there changes of acute myocardial infarction in this patient with known left bundle branch block?,No,Yes,Yes
1c39462b-cfdd-455c-b8f1-e099f85bcc29_perm_16,Are there changes of acute myocardial infarction in this patient with known left bundle branch block?,No,No,No
1c39462b-cfdd-455c-b8f1-e099f85bcc29_perm_17,Are there changes of acute myocardial infarction in this patient with known left bundle branch block?,No,Yes,Yes
1c39462b-cfdd-455c-b8f1-e099f85bcc29_perm_18,Are there changes of acute myocardial infarction in this patient with known left bundle branch block?,No,No,No
1c39462b-cfdd-455c-b8f1-e099f85bcc29_perm_19,Are there changes of acute myocardial infarction in this patient with known left bundle branch block?,No,Yes,Yes
1c39462b-cfdd-455c-b8f1-e099f85bcc29_perm_20,Are there changes of acute myocardial infarction in this patient with known left bundle branch block?,No,Yes,Yes
1c39462b-cfdd-455c-b8f1-e099f85bcc29_perm_21,Are there changes of acute myocardial infarction in this patient with known left bundle branch block?,No,Yes,Yes
1c39462b-cfdd-455c-b8f1-e099f85bcc29_perm_22,Are there changes of acute myocardial infarction in this patient with known left bundle branch block?,No,No,No
1c39462b-cfdd-455c-b8f1-e099f85bcc29_perm_23,Are there changes of acute myocardial infarction in this patient with known left bundle branch block?,No,Yes,Yes
1c39462b-cfdd-455c-b8f1-e099f85bcc29_perm_24,Are there changes of acute myocardial infarction in this patient with known left bundle branch block?,No,No,No
1d690af1-020d-4163-8abe-e7fc2bbdba17_perm_1,Is the following pathology more consistent with acne vulgaris or acne rosacea? ,Acne vulgaris.,Acne rosacea.,Acne rosacea.
1d690af1-020d-4163-8abe-e7fc2bbdba17_perm_2,Is the following pathology more consistent with acne vulgaris or acne rosacea? ,Acne vulgaris.,Acne rosacea.,Acne rosacea.
1d690af1-020d-4163-8abe-e7fc2bbdba17_perm_3,Is the following pathology more consistent with acne vulgaris or acne rosacea? ,Acne vulgaris.,Acne rosacea.,Acne rosacea.
1d690af1-020d-4163-8abe-e7fc2bbdba17_perm_4,Is the following pathology more consistent with acne vulgaris or acne rosacea? ,Acne vulgaris.,Acne rosacea.,Acne rosacea.
1d690af1-020d-4163-8abe-e7fc2bbdba17_perm_5,Is the following pathology more consistent with acne vulgaris or acne rosacea? ,Acne vulgaris.,Acne rosacea.,Acne rosacea.
1d690af1-020d-4163-8abe-e7fc2bbdba17_perm_6,Is the following pathology more consistent with acne vulgaris or acne rosacea? ,Acne vulgaris.,Acne rosacea.,Acne rosacea.
1d690af1-020d-4163-8abe-e7fc2bbdba17_perm_7,Is the following pathology more consistent with acne vulgaris or acne rosacea? ,Acne vulgaris.,Acne rosacea.,Acne rosacea.
1d690af1-020d-4163-8abe-e7fc2bbdba17_perm_8,Is the following pathology more consistent with acne vulgaris or acne rosacea? ,Acne vulgaris.,Acne rosacea.,Acne rosacea.
1d690af1-020d-4163-8abe-e7fc2bbdba17_perm_9,Is the following pathology more consistent with acne vulgaris or acne rosacea? ,Acne vulgaris.,Acne rosacea.,Acne rosacea.
1d690af1-020d-4163-8abe-e7fc2bbdba17_perm_10,Is the following pathology more consistent with acne vulgaris or acne rosacea? ,Acne vulgaris.,Acne rosacea.,Acne rosacea.
1d690af1-020d-4163-8abe-e7fc2bbdba17_perm_11,Is the following pathology more consistent with acne vulgaris or acne rosacea? ,Acne vulgaris.,Acne rosacea.,Acne rosacea.
1d690af1-020d-4163-8abe-e7fc2bbdba17_perm_12,Is the following pathology more consistent with acne vulgaris or acne rosacea? ,Acne vulgaris.,Acne rosacea.,Acne rosacea.
1d690af1-020d-4163-8abe-e7fc2bbdba17_perm_13,Is the following pathology more consistent with acne vulgaris or acne rosacea? ,Acne vulgaris.,Acne rosacea.,Acne rosacea.
1d690af1-020d-4163-8abe-e7fc2bbdba17_perm_14,Is the following pathology more consistent with acne vulgaris or acne rosacea? ,Acne vulgaris.,Acne rosacea.,Acne rosacea.
1d690af1-020d-4163-8abe-e7fc2bbdba17_perm_15,Is the following pathology more consistent with acne vulgaris or acne rosacea? ,Acne vulgaris.,Acne rosacea.,Acne rosacea.
1d690af1-020d-4163-8abe-e7fc2bbdba17_perm_16,Is the following pathology more consistent with acne vulgaris or acne rosacea? ,Acne vulgaris.,Acne rosacea.,Acne rosacea.
1d690af1-020d-4163-8abe-e7fc2bbdba17_perm_17,Is the following pathology more consistent with acne vulgaris or acne rosacea? ,Acne vulgaris.,Acne rosacea.,Acne rosacea.
1d690af1-020d-4163-8abe-e7fc2bbdba17_perm_18,Is the following pathology more consistent with acne vulgaris or acne rosacea? ,Acne vulgaris.,Acne rosacea.,Acne rosacea.
1d690af1-020d-4163-8abe-e7fc2bbdba17_perm_19,Is the following pathology more consistent with acne vulgaris or acne rosacea? ,Acne vulgaris.,Acne rosacea.,Acne rosacea.
1d690af1-020d-4163-8abe-e7fc2bbdba17_perm_20,Is the following pathology more consistent with acne vulgaris or acne rosacea? ,Acne vulgaris.,Acne rosacea.,Acne rosacea.
1d690af1-020d-4163-8abe-e7fc2bbdba17_perm_21,Is the following pathology more consistent with acne vulgaris or acne rosacea? ,Acne vulgaris.,Acne rosacea.,Acne rosacea.
1d690af1-020d-4163-8abe-e7fc2bbdba17_perm_22,Is the following pathology more consistent with acne vulgaris or acne rosacea? ,Acne vulgaris.,Acne rosacea.,Acne rosacea.
1d690af1-020d-4163-8abe-e7fc2bbdba17_perm_23,Is the following pathology more consistent with acne vulgaris or acne rosacea? ,Acne vulgaris.,Acne rosacea.,Acne rosacea.
1d690af1-020d-4163-8abe-e7fc2bbdba17_perm_24,Is the following pathology more consistent with acne vulgaris or acne rosacea? ,Acne vulgaris.,Acne rosacea.,Acne rosacea.
21eb81de-7686-4efc-9875-7dc4cbfc557d_perm_1,Are the red blood cells normal?,"No, there are schiostocytes. ","No, there are schistocytes.","No, there are schistocytes."
21eb81de-7686-4efc-9875-7dc4cbfc557d_perm_2,Are the red blood cells normal?,"No, there are schiostocytes. ",No.,No.
21ec6a11-a59f-41b2-bbca-51cc937d8828_perm_1,Where is the tumor located?,Caecum.,The tumor is located in the pineal region.,The tumor is located in the pineal region.
21ec6a11-a59f-41b2-bbca-51cc937d8828_perm_2,Where is the tumor located?,Caecum.,The tumor is located in the pancreas.,The tumor is located in the pancreas.
2285cb57-7853-41c4-bc0b-12cf269a23a3_perm_1,Is atoll sign present?,Yes,No,No
2285cb57-7853-41c4-bc0b-12cf269a23a3_perm_2,Is atoll sign present?,Yes,No,No
26e21c7a-df27-4d6c-a3d3-44a3b73964e5_perm_1,"What pathology, if any, is suspected based on this picture?",Dilated cardiomyopathy,"Based on the chest X-ray image provided, the pathology suspected is:

Dilated cardiomyopathy with pulmonary edema.","Based on the chest X-ray image provided, the pathology suspected is:

Dilated cardiomyopathy with pulmonary edema."
26e21c7a-df27-4d6c-a3d3-44a3b73964e5_perm_2,"What pathology, if any, is suspected based on this picture?",Dilated cardiomyopathy,"Based on the chest X-ray in the image, the pathology suspected is dilated cardiomyopathy with pulmonary edema.","Based on the chest X-ray in the image, the pathology suspected is dilated cardiomyopathy with pulmonary edema."
26e21c7a-df27-4d6c-a3d3-44a3b73964e5_perm_3,"What pathology, if any, is suspected based on this picture?",Dilated cardiomyopathy,"Based on the chest X-ray image provided, the pathology suspected is dilated cardiomyopathy.","Based on the chest X-ray image provided, the pathology suspected is dilated cardiomyopathy."
26e21c7a-df27-4d6c-a3d3-44a3b73964e5_perm_4,"What pathology, if any, is suspected based on this picture?",Dilated cardiomyopathy,"Based on the chest X-ray image provided, the pathology suspected is:

Dilated cardiomyopathy with pulmonary edema.","Based on the chest X-ray image provided, the pathology suspected is:

Dilated cardiomyopathy with pulmonary edema."
26e21c7a-df27-4d6c-a3d3-44a3b73964e5_perm_5,"What pathology, if any, is suspected based on this picture?",Dilated cardiomyopathy,"Based on the chest X-ray image provided, the pathology suspected is dilated cardiomyopathy with pulmonary edema.","Based on the chest X-ray image provided, the pathology suspected is dilated cardiomyopathy with pulmonary edema."
